producto,fecha,cantidad
aguacate,2024-10-11,22
chile,2024-10-11,16
jitomate,2024-10-12,57
cebolla,2024-10-12,40
huevo,2024-10-12,97
tortilla,2024-10-12,135
leche,2024-10-12,76
frijol,2024-10-12,36
arroz,2024-10-12,33
pollo,2024-10-12,41
aguacate,2024-10-12,23
chile,2024-10-12,35
jitomate,2024-10-13,46
cebolla,2024-10-13,40
huevo,2024-10-13,77
tortilla,2024-10-13,118
leche,2024-10-13,62
frijol,2024-10-13,25
arroz,2024-10-13,32
pollo,2024-10-13,38
aguacate,2024-10-13,29
chile,2024-10-13,22
jitomate,2024-10-14,47
cebolla,2024-10-14,41
huevo,2024-10-14,72
tortilla,2024-10-14,135
leche,2024-10-14,62
frijol,2024-10-14,34
arroz,2024-10-14,29
pollo,2024-10-14,50
aguacate,2024-10-14,27
chile,2024-10-14,25
jitomate,2024-10-15,55
cebolla,2024-10-15,38
huevo,2024-10-15,81
tortilla,2024-10-15,111
leche,2024-10-15,79
frijol,2024-10-15,37
arroz,2024-10-15,39
pollo,2024-10-15,38
aguacate,2024-10-15,24
chile,2024-10-15,21
jitomate,2024-10-16,51
cebolla,2024-10-16,42
huevo,2024-10-16,68
tortilla,2024-10-16,139
leche,2024-10-16,66
frijol,2024-10-16,23
arroz,2024-10-16,34
pollo,2024-10-16,28
aguacate,2024-10-16,26
chile,2024-10-16,22
jitomate,2024-10-17,38
cebolla,2024-10-17,30
huevo,2024-10-17,59
tortilla,2024-10-17,86
leche,2024-10-17,64
frijol,2024-10-17,31
arroz,2024-10-17,24
pollo,2024-10-17,44
aguacate,2024-10-17,17
chile,2024-10-17,17
jitomate,2024-10-18,52
cebolla,2024-10-18,21
huevo,2024-10-18,68
tortilla,2024-10-18,77
leche,2024-10-18,51
frijol,2024-10-18,26
arroz,2024-10-18,37
pollo,2024-10-18,32
aguacate,2024-10-18,23
chile,2024-10-18,21
jitomate,2024-10-19,53
cebolla,2024-10-19,36
huevo,2024-10-19,81
tortilla,2024-10-19,125
leche,2024-10-19,77
frijol,2024-10-19,29
arroz,2024-10-19,36
pollo,2024-10-19,50
aguacate,2024-10-19,29
chile,2024-10-19,24
jitomate,2024-10-20,54
cebolla,2024-10-20,37
huevo,2024-10-20,72
tortilla,2024-10-20,131
leche,2024-10-20,57
frijol,2024-10-20,40
arroz,2024-10-20,39
pollo,2024-10-20,39
aguacate,2024-10-20,31
chile,2024-10-20,25
jitomate,2024-10-21,47
cebolla,2024-10-21,37
huevo,2024-10-21,60
tortilla,2024-10-21,84
leche,2024-10-21,48
frijol,2024-10-21,22
arroz,2024-10-21,26
pollo,2024-10-21,38
aguacate,2024-10-21,23
chile,2024-10-21,18
jitomate,2024-10-22,37
cebolla,2024-10-22,33
huevo,2024-10-22,58
tortilla,2024-10-22,80
leche,2024-10-22,51
frijol,2024-10-22,25
arroz,2024-10-22,25
pollo,2024-10-22,41
aguacate,2024-10-22,26
chile,2024-10-22,19
jitomate,2024-10-23,43
cebolla,2024-10-23,34
huevo,2024-10-23,63
tortilla,2024-10-23,107
leche,2024-10-23,66
frijol,2024-10-23,27
arroz,2024-10-23,31
pollo,2024-10-23,42
aguacate,2024-10-23,22
chile,2024-10-23,16
jitomate,2024-10-24,48
cebolla,2024-10-24,24
huevo,2024-10-24,80
tortilla,2024-10-24,107
leche,2024-10-24,54
frijol,2024-10-24,26
arroz,2024-10-24,37
pollo,2024-10-24,32
aguacate,2024-10-24,19
chile,2024-10-24,17
jitomate,2024-10-25,40
cebolla,2024-10-25,27
huevo,2024-10-25,64
tortilla,2024-10-25,96
leche,2024-10-25,46
frijol,2024-10-25,33
arroz,2024-10-25,23
pollo,2024-10-25,30
aguacate,2024-10-25,24
chile,2024-10-25,18
jitomate,2024-10-26,58
cebolla,2024-10-26,37
huevo,2024-10-26,69
tortilla,2024-10-26,111
leche,2024-10-26,61
frijol,2024-10-26,37
arroz,2024-10-26,35
pollo,2024-10-26,53
aguacate,2024-10-26,33
chile,2024-10-26,28
jitomate,2024-10-27,62
cebolla,2024-10-27,46
huevo,2024-10-27,91
tortilla,2024-10-27,113
leche,2024-10-27,66
frijol,2024-10-27,25
arroz,2024-10-27,40
pollo,2024-10-27,43
aguacate,2024-10-27,32
chile,2024-10-27,27
jitomate,2024-10-28,33
cebolla,2024-10-28,27
huevo,2024-10-28,60
tortilla,2024-10-28,87
leche,2024-10-28,54
frijol,2024-10-28,22
arroz,2024-10-28,30
pollo,2024-10-28,27
aguacate,2024-10-28,16
chile,2024-10-28,21
jitomate,2024-10-29,42
cebolla,2024-10-29,36
huevo,2024-10-29,62
tortilla,2024-10-29,93
leche,2024-10-29,62
frijol,2024-10-29,31
arroz,2024-10-29,42
pollo,2024-10-29,49
aguacate,2024-10-29,28
chile,2024-10-29,26
jitomate,2024-10-30,61
cebolla,2024-10-30,42
huevo,2024-10-30,74
tortilla,2024-10-30,136
leche,2024-10-30,83
frijol,2024-10-30,36
arroz,2024-10-30,47
pollo,2024-10-30,52
aguacate,2024-10-30,33
chile,2024-10-30,20
jitomate,2024-10-31,44
cebolla,2024-10-31,39
huevo,2024-10-31,59
tortilla,2024-10-31,108
leche,2024-10-31,74
frijol,2024-10-31,30
arroz,2024-10-31,40
pollo,2024-10-31,37
aguacate,2024-10-31,27
chile,2024-10-31,27
jitomate,2024-11-01,57
cebolla,2024-11-01,43
huevo,2024-11-01,104
tortilla,2024-11-01,148
leche,2024-11-01,60
frijol,2024-11-01,41
arroz,2024-11-01,35
pollo,2024-11-01,48
aguacate,2024-11-01,30
chile,2024-11-01,29
jitomate,2024-11-02,48
cebolla,2024-11-02,46
huevo,2024-11-02,93
tortilla,2024-11-02,144
leche,2024-11-02,69
frijol,2024-11-02,41
arroz,2024-11-02,36
pollo,2024-11-02,59
aguacate,2024-11-02,33
chile,2024-11-02,20
jitomate,2024-11-03,61
cebolla,2024-11-03,44
huevo,2024-11-03,81
tortilla,2024-11-03,114
leche,2024-11-03,69
frijol,2024-11-03,28
arroz,2024-11-03,50
pollo,2024-11-03,42
aguacate,2024-11-03,28
chile,2024-11-03,30
jitomate,2024-11-04,48
cebolla,2024-11-04,37
huevo,2024-11-04,81
tortilla,2024-11-04,94
leche,2024-11-04,46
frijol,2024-11-04,31
arroz,2024-11-04,34
pollo,2024-11-04,37
aguacate,2024-11-04,20
chile,2024-11-04,23
jitomate,2024-11-05,48
cebolla,2024-11-05,26
huevo,2024-11-05,74
tortilla,2024-11-05,78
leche,2024-11-05,51
frijol,2024-11-05,23
arroz,2024-11-05,28
pollo,2024-11-05,34
aguacate,2024-11-05,22
chile,2024-11-05,22
jitomate,2024-11-06,46
cebolla,2024-11-06,36
huevo,2024-11-06,77
tortilla,2024-11-06,93
leche,2024-11-06,56
frijol,2024-11-06,30
arroz,2024-11-06,39
pollo,2024-11-06,44
aguacate,2024-11-06,29
chile,2024-11-06,23
jitomate,2024-11-07,51
cebolla,2024-11-07,24
huevo,2024-11-07,75
tortilla,2024-11-07,102
leche,2024-11-07,55
frijol,2024-11-07,25
arroz,2024-11-07,29
pollo,2024-11-07,41
aguacate,2024-11-07,27
chile,2024-11-07,15
jitomate,2024-11-08,45
cebolla,2024-11-08,30
huevo,2024-11-08,57
tortilla,2024-11-08,105
leche,2024-11-08,52
frijol,2024-11-08,25
arroz,2024-11-08,27
pollo,2024-11-08,40
aguacate,2024-11-08,24
chile,2024-11-08,17
jitomate,2024-11-09,50
cebolla,2024-11-09,42
huevo,2024-11-09,91
tortilla,2024-11-09,108
leche,2024-11-09,77
frijol,2024-11-09,31
arroz,2024-11-09,56
pollo,2024-11-09,43
aguacate,2024-11-09,28
chile,2024-11-09,26
jitomate,2024-11-10,49
cebolla,2024-11-10,48
huevo,2024-11-10,109
tortilla,2024-11-10,121
leche,2024-11-10,73
frijol,2024-11-10,33
arroz,2024-11-10,40
pollo,2024-11-10,61
aguacate,2024-11-10,36
chile,2024-11-10,22
jitomate,2024-11-11,54
cebolla,2024-11-11,39
huevo,2024-11-11,71
tortilla,2024-11-11,89
leche,2024-11-11,56
frijol,2024-11-11,24
arroz,2024-11-11,33
pollo,2024-11-11,37
aguacate,2024-11-11,16
chile,2024-11-11,23
jitomate,2024-11-12,45
cebolla,2024-11-12,38
huevo,2024-11-12,65
tortilla,2024-11-12,102
leche,2024-11-12,64
frijol,2024-11-12,29
arroz,2024-11-12,32
pollo,2024-11-12,57
aguacate,2024-11-12,24
chile,2024-11-12,20
jitomate,2024-11-13,55
cebolla,2024-11-13,29
huevo,2024-11-13,56
tortilla,2024-11-13,78
leche,2024-11-13,59
frijol,2024-11-13,30
arroz,2024-11-13,34
pollo,2024-11-13,31
aguacate,2024-11-13,28
chile,2024-11-13,23
jitomate,2024-11-14,54
cebolla,2024-11-14,41
huevo,2024-11-14,91
tortilla,2024-11-14,131
leche,2024-11-14,75
frijol,2024-11-14,29
arroz,2024-11-14,37
pollo,2024-11-14,39
aguacate,2024-11-14,33
chile,2024-11-14,27
jitomate,2024-11-15,54
cebolla,2024-11-15,43
huevo,2024-11-15,63
tortilla,2024-11-15,140
leche,2024-11-15,64
frijol,2024-11-15,35
arroz,2024-11-15,45
pollo,2024-11-15,43
aguacate,2024-11-15,36
chile,2024-11-15,25
jitomate,2024-11-16,72
cebolla,2024-11-16,58
huevo,2024-11-16,87
tortilla,2024-11-16,175
leche,2024-11-16,90
frijol,2024-11-16,52
arroz,2024-11-16,48
pollo,2024-11-16,59
aguacate,2024-11-16,42
chile,2024-11-16,32
jitomate,2024-11-17,47
cebolla,2024-11-17,42
huevo,2024-11-17,102
tortilla,2024-11-17,127
leche,2024-11-17,62
frijol,2024-11-17,40
arroz,2024-11-17,29
pollo,2024-11-17,34
aguacate,2024-11-17,31
chile,2024-11-17,26
jitomate,2024-11-18,45
cebolla,2024-11-18,29
huevo,2024-11-18,65
tortilla,2024-11-18,78
leche,2024-11-18,57
frijol,2024-11-18,21
arroz,2024-11-18,30
pollo,2024-11-18,40
aguacate,2024-11-18,18
chile,2024-11-18,18
jitomate,2024-11-19,49
cebolla,2024-11-19,41
huevo,2024-11-19,51
tortilla,2024-11-19,104
leche,2024-11-19,45
frijol,2024-11-19,22
arroz,2024-11-19,38
pollo,2024-11-19,42
aguacate,2024-11-19,21
chile,2024-11-19,20
jitomate,2024-11-20,48
cebolla,2024-11-20,34
huevo,2024-11-20,88
tortilla,2024-11-20,108
leche,2024-11-20,30
frijol,2024-11-20,26
arroz,2024-11-20,27
pollo,2024-11-20,37
aguacate,2024-11-20,24
chile,2024-11-20,18
jitomate,2024-11-21,37
cebolla,2024-11-21,40
huevo,2024-11-21,72
tortilla,2024-11-21,89
leche,2024-11-21,61
frijol,2024-11-21,30
arroz,2024-11-21,37
pollo,2024-11-21,32
aguacate,2024-11-21,27
chile,2024-11-21,18
jitomate,2024-11-22,52
cebolla,2024-11-22,32
huevo,2024-11-22,44
tortilla,2024-11-22,100
leche,2024-11-22,40
frijol,2024-11-22,27
arroz,2024-11-22,31
pollo,2024-11-22,36
aguacate,2024-11-22,19
chile,2024-11-22,16
jitomate,2024-11-23,50
cebolla,2024-11-23,41
huevo,2024-11-23,102
tortilla,2024-11-23,142
leche,2024-11-23,66
frijol,2024-11-23,43
arroz,2024-11-23,32
pollo,2024-11-23,55
aguacate,2024-11-23,31
chile,2024-11-23,27
jitomate,2024-11-24,63
cebolla,2024-11-24,39
huevo,2024-11-24,96
tortilla,2024-11-24,129
leche,2024-11-24,97
frijol,2024-11-24,34
arroz,2024-11-24,48
pollo,2024-11-24,55
aguacate,2024-11-24,26
chile,2024-11-24,31
jitomate,2024-11-25,37
cebolla,2024-11-25,22
huevo,2024-11-25,74
tortilla,2024-11-25,115
leche,2024-11-25,55
frijol,2024-11-25,26
arroz,2024-11-25,38
pollo,2024-11-25,43
aguacate,2024-11-25,22
chile,2024-11-25,22
jitomate,2024-11-26,36
cebolla,2024-11-26,30
huevo,2024-11-26,56
tortilla,2024-11-26,66
leche,2024-11-26,45
frijol,2024-11-26,33
arroz,2024-11-26,26
pollo,2024-11-26,35
aguacate,2024-11-26,20
chile,2024-11-26,22
jitomate,2024-11-27,44
cebolla,2024-11-27,35
huevo,2024-11-27,65
tortilla,2024-11-27,82
leche,2024-11-27,47
frijol,2024-11-27,31
arroz,2024-11-27,31
pollo,2024-11-27,43
aguacate,2024-11-27,13
chile,2024-11-27,23
jitomate,2024-11-28,41
cebolla,2024-11-28,44
huevo,2024-11-28,61
tortilla,2024-11-28,99
leche,2024-11-28,60
frijol,2024-11-28,24
arroz,2024-11-28,35
pollo,2024-11-28,35
aguacate,2024-11-28,29
chile,2024-11-28,22
jitomate,2024-11-29,59
cebolla,2024-11-29,37
huevo,2024-11-29,80
tortilla,2024-11-29,129
leche,2024-11-29,48
frijol,2024-11-29,32
arroz,2024-11-29,44
pollo,2024-11-29,39
aguacate,2024-11-29,36
chile,2024-11-29,22
jitomate,2024-11-30,75
cebolla,2024-11-30,44
huevo,2024-11-30,115
tortilla,2024-11-30,172
leche,2024-11-30,105
frijol,2024-11-30,54
arroz,2024-11-30,59
pollo,2024-11-30,65
aguacate,2024-11-30,32
chile,2024-11-30,39
jitomate,2024-12-01,65
cebolla,2024-12-01,57
huevo,2024-12-01,135
tortilla,2024-12-01,195
leche,2024-12-01,126
frijol,2024-12-01,51
arroz,2024-12-01,42
pollo,2024-12-01,68
aguacate,2024-12-01,46
chile,2024-12-01,35
jitomate,2024-12-02,61
cebolla,2024-12-02,36
huevo,2024-12-02,59
tortilla,2024-12-02,120
leche,2024-12-02,52
frijol,2024-12-02,39
arroz,2024-12-02,36
pollo,2024-12-02,35
aguacate,2024-12-02,32
chile,2024-12-02,30
jitomate,2024-12-03,35
cebolla,2024-12-03,43
huevo,2024-12-03,80
tortilla,2024-12-03,115
leche,2024-12-03,66
frijol,2024-12-03,34
arroz,2024-12-03,31
pollo,2024-12-03,53
aguacate,2024-12-03,22
chile,2024-12-03,29
jitomate,2024-12-04,61
cebolla,2024-12-04,31
huevo,2024-12-04,75
tortilla,2024-12-04,136
leche,2024-12-04,58
frijol,2024-12-04,30
arroz,2024-12-04,33
pollo,2024-12-04,51
aguacate,2024-12-04,25
chile,2024-12-04,22
jitomate,2024-12-05,54
cebolla,2024-12-05,36
huevo,2024-12-05,65
tortilla,2024-12-05,90
leche,2024-12-05,48
frijol,2024-12-05,26
arroz,2024-12-05,26
pollo,2024-12-05,39
aguacate,2024-12-05,29
chile,2024-12-05,23
jitomate,2024-12-06,44
cebolla,2024-12-06,32
huevo,2024-12-06,64
tortilla,2024-12-06,89
leche,2024-12-06,51
frijol,2024-12-06,35
arroz,2024-12-06,28
pollo,2024-12-06,44
aguacate,2024-12-06,25
chile,2024-12-06,31
jitomate,2024-12-07,47
cebolla,2024-12-07,50
huevo,2024-12-07,93
tortilla,2024-12-07,129
leche,2024-12-07,85
frijol,2024-12-07,42
arroz,2024-12-07,38
pollo,2024-12-07,61
aguacate,2024-12-07,38
chile,2024-12-07,35
jitomate,2024-12-08,59
cebolla,2024-12-08,60
huevo,2024-12-08,95
tortilla,2024-12-08,103
leche,2024-12-08,88
frijol,2024-12-08,40
arroz,2024-12-08,39
pollo,2024-12-08,65
aguacate,2024-12-08,33
chile,2024-12-08,34
jitomate,2024-12-09,49
cebolla,2024-12-09,42
huevo,2024-12-09,83
tortilla,2024-12-09,120
leche,2024-12-09,53
frijol,2024-12-09,36
arroz,2024-12-09,35
pollo,2024-12-09,57
aguacate,2024-12-09,29
chile,2024-12-09,25
jitomate,2024-12-10,44
cebolla,2024-12-10,35
huevo,2024-12-10,76
tortilla,2024-12-10,93
leche,2024-12-10,52
frijol,2024-12-10,31
arroz,2024-12-10,35
pollo,2024-12-10,45
aguacate,2024-12-10,32
chile,2024-12-10,21
jitomate,2024-12-11,55
cebolla,2024-12-11,37
huevo,2024-12-11,73
tortilla,2024-12-11,117
leche,2024-12-11,43
frijol,2024-12-11,32
arroz,2024-12-11,32
pollo,2024-12-11,38
aguacate,2024-12-11,20
chile,2024-12-11,21
jitomate,2024-12-12,36
cebolla,2024-12-12,42
huevo,2024-12-12,72
tortilla,2024-12-12,84
leche,2024-12-12,56
frijol,2024-12-12,35
arroz,2024-12-12,32
pollo,2024-12-12,42
aguacate,2024-12-12,26
chile,2024-12-12,22
jitomate,2024-12-13,37
cebolla,2024-12-13,37
huevo,2024-12-13,69
tortilla,2024-12-13,162
leche,2024-12-13,61
frijol,2024-12-13,29
arroz,2024-12-13,40
pollo,2024-12-13,43
aguacate,2024-12-13,29
chile,2024-12-13,20
jitomate,2024-12-14,100
cebolla,2024-12-14,55
huevo,2024-12-14,129
tortilla,2024-12-14,214
leche,2024-12-14,97
frijol,2024-12-14,51
arroz,2024-12-14,62
pollo,2024-12-14,78
aguacate,2024-12-14,37
chile,2024-12-14,38
jitomate,2024-12-15,70
cebolla,2024-12-15,54
huevo,2024-12-15,110
tortilla,2024-12-15,216
leche,2024-12-15,126
frijol,2024-12-15,71
arroz,2024-12-15,56
pollo,2024-12-15,62
aguacate,2024-12-15,38
chile,2024-12-15,45
jitomate,2024-12-16,48
cebolla,2024-12-16,45
huevo,2024-12-16,86
tortilla,2024-12-16,178
leche,2024-12-16,66
frijol,2024-12-16,46
arroz,2024-12-16,52
pollo,2024-12-16,53
aguacate,2024-12-16,37
chile,2024-12-16,22
jitomate,2024-12-17,49
cebolla,2024-12-17,36
huevo,2024-12-17,46
tortilla,2024-12-17,120
leche,2024-12-17,66
frijol,2024-12-17,23
arroz,2024-12-17,28
pollo,2024-12-17,39
aguacate,2024-12-17,25
chile,2024-12-17,21
jitomate,2024-12-18,43
cebolla,2024-12-18,32
huevo,2024-12-18,78
tortilla,2024-12-18,104
leche,2024-12-18,61
frijol,2024-12-18,30
arroz,2024-12-18,37
pollo,2024-12-18,43
aguacate,2024-12-18,31
chile,2024-12-18,23
jitomate,2024-12-19,57
cebolla,2024-12-19,45
huevo,2024-12-19,59
tortilla,2024-12-19,128
leche,2024-12-19,79
frijol,2024-12-19,27
arroz,2024-12-19,35
pollo,2024-12-19,41
aguacate,2024-12-19,29
chile,2024-12-19,24
jitomate,2024-12-20,45
cebolla,2024-12-20,45
huevo,2024-12-20,65
tortilla,2024-12-20,110
leche,2024-12-20,72
frijol,2024-12-20,40
arroz,2024-12-20,32
pollo,2024-12-20,49
aguacate,2024-12-20,28
chile,2024-12-20,17
jitomate,2024-12-21,56
cebolla,2024-12-21,40
huevo,2024-12-21,90
tortilla,2024-12-21,137
leche,2024-12-21,82
frijol,2024-12-21,48
arroz,2024-12-21,48
pollo,2024-12-21,80
aguacate,2024-12-21,34
chile,2024-12-21,33
jitomate,2024-12-22,69
cebolla,2024-12-22,60
huevo,2024-12-22,92
tortilla,2024-12-22,165
leche,2024-12-22,101
frijol,2024-12-22,36
arroz,2024-12-22,45
pollo,2024-12-22,61
aguacate,2024-12-22,33
chile,2024-12-22,25
jitomate,2024-12-23,64
cebolla,2024-12-23,36
huevo,2024-12-23,95
tortilla,2024-12-23,104
leche,2024-12-23,61
frijol,2024-12-23,35
arroz,2024-12-23,34
pollo,2024-12-23,38
aguacate,2024-12-23,25
chile,2024-12-23,23
jitomate,2024-12-24,45
cebolla,2024-12-24,38
huevo,2024-12-24,50
tortilla,2024-12-24,103
leche,2024-12-24,61
frijol,2024-12-24,29
arroz,2024-12-24,30
pollo,2024-12-24,38
aguacate,2024-12-24,28
chile,2024-12-24,28
jitomate,2024-12-25,40
cebolla,2024-12-25,36
huevo,2024-12-25,86
tortilla,2024-12-25,118
leche,2024-12-25,62
frijol,2024-12-25,29
arroz,2024-12-25,35
pollo,2024-12-25,43
aguacate,2024-12-25,18
chile,2024-12-25,20
jitomate,2024-12-26,35
cebolla,2024-12-26,45
huevo,2024-12-26,84
tortilla,2024-12-26,99
leche,2024-12-26,70
frijol,2024-12-26,43
arroz,2024-12-26,32
pollo,2024-12-26,52
aguacate,2024-12-26,29
chile,2024-12-26,22
jitomate,2024-12-27,42
cebolla,2024-12-27,34
huevo,2024-12-27,71
tortilla,2024-12-27,73
leche,2024-12-27,67
frijol,2024-12-27,30
arroz,2024-12-27,37
pollo,2024-12-27,41
aguacate,2024-12-27,40
chile,2024-12-27,17
jitomate,2024-12-28,56
cebolla,2024-12-28,54
huevo,2024-12-28,132
tortilla,2024-12-28,124
leche,2024-12-28,104
frijol,2024-12-28,35
arroz,2024-12-28,54
pollo,2024-12-28,58
aguacate,2024-12-28,48
chile,2024-12-28,37
jitomate,2024-12-29,73
cebolla,2024-12-29,88
huevo,2024-12-29,101
tortilla,2024-12-29,174
leche,2024-12-29,129
frijol,2024-12-29,45
arroz,2024-12-29,51
pollo,2024-12-29,72
aguacate,2024-12-29,48
chile,2024-12-29,39
jitomate,2024-12-30,56
cebolla,2024-12-30,48
huevo,2024-12-30,103
tortilla,2024-12-30,172
leche,2024-12-30,82
frijol,2024-12-30,32
arroz,2024-12-30,44
pollo,2024-12-30,50
aguacate,2024-12-30,41
chile,2024-12-30,21
jitomate,2024-12-31,68
cebolla,2024-12-31,39
huevo,2024-12-31,112
tortilla,2024-12-31,157
leche,2024-12-31,81
frijol,2024-12-31,42
arroz,2024-12-31,42
pollo,2024-12-31,60
aguacate,2024-12-31,34
chile,2024-12-31,31
jitomate,2025-01-01,48
cebolla,2025-01-01,22
huevo,2025-01-01,66
tortilla,2025-01-01,131
leche,2025-01-01,72
frijol,2025-01-01,30
arroz,2025-01-01,33
pollo,2025-01-01,39
aguacate,2025-01-01,29
chile,2025-01-01,23
jitomate,2025-01-02,32
cebolla,2025-01-02,31
huevo,2025-01-02,68
tortilla,2025-01-02,73
leche,2025-01-02,46
frijol,2025-01-02,25
arroz,2025-01-02,29
pollo,2025-01-02,31
aguacate,2025-01-02,19
chile,2025-01-02,16
jitomate,2025-01-03,40
cebolla,2025-01-03,30
huevo,2025-01-03,57
tortilla,2025-01-03,68
leche,2025-01-03,40
frijol,2025-01-03,26
arroz,2025-01-03,22
pollo,2025-01-03,34
aguacate,2025-01-03,20
chile,2025-01-03,16
jitomate,2025-01-04,50
cebolla,2025-01-04,46
huevo,2025-01-04,77
tortilla,2025-01-04,106
leche,2025-01-04,48
frijol,2025-01-04,33
arroz,2025-01-04,40
pollo,2025-01-04,47
aguacate,2025-01-04,32
chile,2025-01-04,24
jitomate,2025-01-05,40
cebolla,2025-01-05,37
huevo,2025-01-05,80
tortilla,2025-01-05,123
leche,2025-01-05,57
frijol,2025-01-05,31
arroz,2025-01-05,36
pollo,2025-01-05,51
aguacate,2025-01-05,31
chile,2025-01-05,24
jitomate,2025-01-06,40
cebolla,2025-01-06,24
huevo,2025-01-06,48
tortilla,2025-01-06,84
leche,2025-01-06,55
frijol,2025-01-06,25
arroz,2025-01-06,29
pollo,2025-01-06,26
aguacate,2025-01-06,16
chile,2025-01-06,20
jitomate,2025-01-07,38
cebolla,2025-01-07,23
huevo,2025-01-07,65
tortilla,2025-01-07,89
leche,2025-01-07,69
frijol,2025-01-07,28
arroz,2025-01-07,28
pollo,2025-01-07,32
aguacate,2025-01-07,22
chile,2025-01-07,17
jitomate,2025-01-08,30
cebolla,2025-01-08,32
huevo,2025-01-08,59
tortilla,2025-01-08,50
leche,2025-01-08,43
frijol,2025-01-08,21
arroz,2025-01-08,31
pollo,2025-01-08,33
aguacate,2025-01-08,26
chile,2025-01-08,13
jitomate,2025-01-09,32
cebolla,2025-01-09,33
huevo,2025-01-09,51
tortilla,2025-01-09,72
leche,2025-01-09,44
frijol,2025-01-09,21
arroz,2025-01-09,29
pollo,2025-01-09,39
aguacate,2025-01-09,16
chile,2025-01-09,16
jitomate,2025-01-10,38
cebolla,2025-01-10,29
huevo,2025-01-10,64
tortilla,2025-01-10,87
leche,2025-01-10,43
frijol,2025-01-10,20
arroz,2025-01-10,19
pollo,2025-01-10,31
aguacate,2025-01-10,21
chile,2025-01-10,19
jitomate,2025-01-11,47
cebolla,2025-01-11,50
huevo,2025-01-11,73
tortilla,2025-01-11,103
leche,2025-01-11,65
frijol,2025-01-11,26
arroz,2025-01-11,36
pollo,2025-01-11,30
aguacate,2025-01-11,30
chile,2025-01-11,22
jitomate,2025-01-12,51
cebolla,2025-01-12,38
huevo,2025-01-12,60
tortilla,2025-01-12,96
leche,2025-01-12,76
frijol,2025-01-12,33
arroz,2025-01-12,31
pollo,2025-01-12,46
aguacate,2025-01-12,29
chile,2025-01-12,29
jitomate,2025-01-13,44
cebolla,2025-01-13,30
huevo,2025-01-13,53
tortilla,2025-01-13,108
leche,2025-01-13,47
frijol,2025-01-13,21
arroz,2025-01-13,22
pollo,2025-01-13,29
aguacate,2025-01-13,20
chile,2025-01-13,19
jitomate,2025-01-14,54
cebolla,2025-01-14,42
huevo,2025-01-14,73
tortilla,2025-01-14,120
leche,2025-01-14,79
frijol,2025-01-14,34
arroz,2025-01-14,41
pollo,2025-01-14,32
aguacate,2025-01-14,23
chile,2025-01-14,19
jitomate,2025-01-15,28
cebolla,2025-01-15,36
huevo,2025-01-15,86
tortilla,2025-01-15,98
leche,2025-01-15,61
frijol,2025-01-15,26
arroz,2025-01-15,31
pollo,2025-01-15,43
aguacate,2025-01-15,21
chile,2025-01-15,25
jitomate,2025-01-16,34
cebolla,2025-01-16,37
huevo,2025-01-16,66
tortilla,2025-01-16,131
leche,2025-01-16,66
frijol,2025-01-16,20
arroz,2025-01-16,21
pollo,2025-01-16,35
aguacate,2025-01-16,24
chile,2025-01-16,21
jitomate,2025-01-17,38
cebolla,2025-01-17,31
huevo,2025-01-17,45
tortilla,2025-01-17,62
leche,2025-01-17,49
frijol,2025-01-17,22
arroz,2025-01-17,26
pollo,2025-01-17,30
aguacate,2025-01-17,20
chile,2025-01-17,21
jitomate,2025-01-18,37
cebolla,2025-01-18,30
huevo,2025-01-18,81
tortilla,2025-01-18,137
leche,2025-01-18,60
frijol,2025-01-18,25
arroz,2025-01-18,24
pollo,2025-01-18,45
aguacate,2025-01-18,22
chile,2025-01-18,29
jitomate,2025-01-19,67
cebolla,2025-01-19,38
huevo,2025-01-19,79
tortilla,2025-01-19,109
leche,2025-01-19,72
frijol,2025-01-19,31
arroz,2025-01-19,35
pollo,2025-01-19,52
aguacate,2025-01-19,30
chile,2025-01-19,29
jitomate,2025-01-20,29
cebolla,2025-01-20,26
huevo,2025-01-20,49
tortilla,2025-01-20,96
leche,2025-01-20,44
frijol,2025-01-20,26
arroz,2025-01-20,22
pollo,2025-01-20,33
aguacate,2025-01-20,28
chile,2025-01-20,21
jitomate,2025-01-21,27
cebolla,2025-01-21,30
huevo,2025-01-21,64
tortilla,2025-01-21,79
leche,2025-01-21,40
frijol,2025-01-21,26
arroz,2025-01-21,27
pollo,2025-01-21,36
aguacate,2025-01-21,20
chile,2025-01-21,23
jitomate,2025-01-22,33
cebolla,2025-01-22,26
huevo,2025-01-22,61
tortilla,2025-01-22,95
leche,2025-01-22,38
frijol,2025-01-22,28
arroz,2025-01-22,21
pollo,2025-01-22,33
aguacate,2025-01-22,20
chile,2025-01-22,15
jitomate,2025-01-23,44
cebolla,2025-01-23,18
huevo,2025-01-23,51
tortilla,2025-01-23,74
leche,2025-01-23,54
frijol,2025-01-23,29
arroz,2025-01-23,30
pollo,2025-01-23,40
aguacate,2025-01-23,14
chile,2025-01-23,18
jitomate,2025-01-24,30
cebolla,2025-01-24,27
huevo,2025-01-24,59
tortilla,2025-01-24,87
leche,2025-01-24,57
frijol,2025-01-24,17
arroz,2025-01-24,23
pollo,2025-01-24,26
aguacate,2025-01-24,16
chile,2025-01-24,20
jitomate,2025-01-25,51
cebolla,2025-01-25,46
huevo,2025-01-25,87
tortilla,2025-01-25,112
leche,2025-01-25,53
frijol,2025-01-25,35
arroz,2025-01-25,31
